publisher,game_count,total_owners,avg_positive_ratio,total_reviews,avg_price_eur,peak_ccu,total_owners_M
"worm club, SUPERHOT PRESENTS",2,300000.0,94.0,7028,4.99,1,0.3
Cozy Bee Games,2,300000.0,85.7,3834,14.99,5,0.3
DYNAMICNEXT,2,300000.0,72.2,873,0.0,21,0.3
DYA Games,2,300000.0,87.3,1796,5.49,0,0.3
DOG HOGGLER,2,300000.0,76.5,3805,19.99,11,0.3
Nordcurrent Labs,2,300000.0,79.6,1617,19.99,19,0.3
Psychotic Psoftware,2,300000.0,59.3,579,2.99,0,0.3
Question,2,300000.0,85.1,4323,24.99,1,0.3
Radial Games Corp,2,300000.0,76.4,1735,8.49,1,0.3
Aterdux Entertainment,2,300000.0,63.5,1972,14.49,6,0.3
PixelFade,2,300000.0,94.8,2809,19.99,3,0.3
Rainbow Games,2,300000.0,76.6,299,3.99,1,0.3
Desert Fox,2,300000.0,87.0,3328,4.5,2,0.3
Demolish Games S.A.,2,300000.0,77.7,2262,14.99,3,0.3
Rayll,2,300000.0,89.9,4623,4.99,11,0.3
RedFox Games,2,300000.0,70.2,1025,0.0,17,0.3
b-alive gmbh,2,300000.0,65.4,1061,8.49,4,0.3
astragon Entertainment ,2,300000.0,64.4,1952,19.99,18,0.3
Retroware,2,300000.0,92.7,4006,12.49,4,0.3
"Rogue Duck Interactive, Gamersky Games",2,300000.0,83.9,5047,16.49,26,0.3
"Disney Platform Distribution, Inc.",2,300000.0,89.8,1078,0.0,4,0.3
2x2 Games,2,300000.0,79.6,2883,19.99,49,0.3
Doomster Entertainment,2,300000.0,75.8,526,1.99,0,0.3
SNEG,2,300000.0,90.0,2880,12.49,10,0.3
Majorariatto,2,300000.0,85.3,3893,5.49,5,0.3
Sakari Games,2,300000.0,61.6,626,4.49,0,0.3
"SUNFISH Co., Ltd.",2,300000.0,87.1,2663,22.49,8,0.3
"Drecom Co., Ltd., Nightdive Studios",2,300000.0,85.6,1372,7.49,31,0.3
YDKR,2,300000.0,63.9,1239,0.0,91,0.3
Loren Lemcke,2,300000.0,89.1,2446,8.99,4,0.3
Early Morning Studio,2,300000.0,77.8,1144,4.72,17,0.3
EMIKA_GAMES,2,300000.0,88.8,7178,3.75,5,0.3
Krome Studios,2,300000.0,90.5,3666,9.99,9,0.3
Smilegate Entertainment,2,300000.0,64.0,1463,9.99,0,0.3
"Kairosoft Co.,Ltd",2,300000.0,90.0,1921,8.99,20,0.3
Enitvare,2,300000.0,74.0,833,4.99,0,0.3
JubleLemonSeed,2,300000.0,74.6,1597,0.0,2,0.3
Jelle Booij,2,300000.0,90.4,5387,9.99,498,0.3
WTFOMGames,2,300000.0,42.4,260,2.99,0,0.3
JAST,2,300000.0,94.8,7215,24.99,27,0.3
ItsTheTalia,2,300000.0,95.4,5965,0.0,2,0.3
Petr Šimůnek,2,300000.0,71.5,1309,0.0,2,0.3
Out of the Park Developments,2,300000.0,85.8,2419,0.0,72,0.3
"Strange Scaffold, Frosty Pop",2,300000.0,93.4,3915,14.49,22,0.3
Alien Pixel Studios,2,300000.0,89.8,2076,9.99,3,0.3
"Voids Within, UNIKAT Label",2,300000.0,96.5,4982,6.99,13,0.3
ISOTX,2,300000.0,80.2,860,0.0,2,0.3
"THQ, Disney",2,300000.0,93.4,3779,19.99,9,0.3
System Erasure,2,300000.0,93.3,4118,11.99,25,0.3
VikTor,2,300000.0,39.8,221,0.51,0,0.3
Holy Warp,2,300000.0,39.4,1251,2.99,0,0.3
Akupara Games ,2,300000.0,96.8,2505,9.99,2,0.3
Herrero Games,2,300000.0,78.0,308,1.5,0,0.3
Team Tetrapod,2,300000.0,95.5,3890,10.99,23,0.3
Vaka Game Magazine,2,300000.0,95.6,7597,12.49,5,0.3
Flynn's Arcade,2,300000.0,51.6,444,4.99,0,0.3
"PID Games, Dear Villagers",2,300000.0,91.7,5507,3.81,30,0.3
H5DEV Games,2,300000.0,93.8,3084,18.99,4,0.3
Afterburn,2,300000.0,96.2,3496,4.19,33,0.3
Valsar,2,300000.0,90.5,2134,14.99,17,0.3
The Digital Lounge,2,300000.0,87.5,2979,9.49,10,0.3
The_Kiddy,2,300000.0,41.4,576,0.99,0,0.3
Tianmu Games,2,300000.0,82.8,1920,6.99,0,0.3
Gniller,2,300000.0,82.2,1916,2.0,494,0.3
Thunder Devs.,2,300000.0,68.2,5668,24.99,76,0.3
Tin Man Games,2,300000.0,77.4,1026,9.99,2,0.3
Gigantum Games,2,300000.0,77.4,992,0.4,13,0.3
Gentleman Squid Studio,2,300000.0,64.4,360,5.99,0,0.3
TreeFortress Games,2,300000.0,88.9,1956,11.49,0,0.3
Future Friends Games,2,300000.0,93.2,5566,3.99,13,0.3
"USERJOY Technology Co.,Ltd.",2,300000.0,94.5,620,7.99,1,0.3
Game2Gather,2,300000.0,62.9,1802,14.99,2,0.3
Paradox Arc,2,300000.0,76.4,2318,24.99,63,0.3
游戏养家工作室,3,300000.0,83.7,5025,7.19,1492,0.3
10F,2,300000.0,82.4,3392,0.0,0,0.3
"Wx3 Labs, LLC",2,225000.0,91.4,5300,22.49,53,0.22
Eastshade Studios,2,225000.0,85.3,6285,12.89,3,0.22
AFOG,2,225000.0,84.8,5872,2.99,2,0.22
Dragonis Games,2,225000.0,68.4,2288,10.49,1,0.22
Firesquid,2,225000.0,82.8,2137,22.49,42,0.22
Upturn Games,2,225000.0,81.0,797,0.0,21,0.22
Focus Home Interactive,2,225000.0,42.7,755,7.49,8,0.22
GoldFire Studios,2,225000.0,57.7,653,0.0,14,0.22
Green Man Gaming Publishing,2,225000.0,72.8,498,19.99,0,0.22
Dionic Software,2,225000.0,80.2,3781,23.49,33,0.22
Dingo Games,2,225000.0,91.2,1197,7.99,6,0.22
Hothead Games,2,225000.0,86.4,698,7.99,0,0.22
Swing Swing Submarine,2,225000.0,87.2,1272,7.49,4,0.22
Coldwild Games,2,225000.0,90.3,4222,11.49,3,0.22
Iteration 11,2,225000.0,70.6,995,6.99,4,0.22
Laush Studio,2,225000.0,54.3,319,3.49,0,0.22
Silent Dreams,2,225000.0,56.4,716,0.99,2,0.22
"Blowfish Studios, Gamera Games",2,225000.0,51.3,577,27.49,1,0.22
Linked Squad,2,225000.0,92.8,4178,2.49,48,0.22
LizardFactory,2,225000.0,81.4,581,2.7,2,0.22
SCT,2,225000.0,67.8,2646,12.99,6,0.22
RunServer,2,225000.0,70.0,623,4.49,0,0.22
Milky Tea Studios,2,225000.0,77.9,906,8.49,1,0.22
"Merlion Games, ETime Studio",2,225000.0,72.4,4804,14.49,2,0.22
"▲ Pyramid Games, PlayWay S.A.",2,225000.0,75.0,3295,24.99,80,0.22
BattleGoat Studios,2,225000.0,70.7,1338,9.99,35,0.22
OhNoo Studio,2,225000.0,94.5,4420,12.99,1,0.22
"方块游戏(CubeGame), SOFTSTAR ENTERTAINMENT",2,225000.0,71.2,4525,14.99,13,0.22
 DigitalDream,2,225000.0,78.2,988,1.49,0,0.22
"地霊研究院, ZRIGN",1,150000.0,95.7,794,0.0,4,0.15
"072 Project, 072 News",1,150000.0,88.3,3045,24.99,42,0.15
" NPC Entertainment, Cat Shine",1,150000.0,84.4,1620,14.99,14,0.15
 Sinkhole Studio,1,150000.0,94.2,1813,14.99,33,0.15
格林达姆136工程团,1,150000.0,95.4,1851,0.0,1,0.15
血色双眸,1,150000.0,76.9,428,0.0,0,0.15
"Creative Storm Entertainment, Vincennes Group",1,150000.0,78.3,743,7.99,1,0.15
CreativeForge Games,1,150000.0,60.8,1093,1.39,7,0.15
"CreativeForge Games, G-DEVS.com",1,150000.0,88.8,1290,0.0,21,0.15
Egor Olegovich Yakovlev,1,150000.0,77.7,494,0.0,0,0.15
EffectMatrix ,1,150000.0,56.4,807,14.99,8,0.15
Edym Pixels,1,150000.0,88.5,1486,2.09,2,0.15
"Edmund McMillen, Tyler Glaiel",1,150000.0,93.5,3092,14.99,10,0.15
"Edmund McMillen, James Id",1,150000.0,74.7,995,1.87,1,0.15
Edco Games,1,150000.0,82.2,482,4.99,0,0.15
Code Horizon,1,150000.0,72.4,548,19.99,0,0.15
"Coconut Island Games, Application Systems Heidelberg",1,150000.0,90.8,1600,13.99,2,0.15
"Wired Productions, WhisperGames",1,150000.0,67.6,790,2.99,0,0.15
"EM Games, GrabTheGames",1,150000.0,56.3,903,4.99,5,0.15
EJRGames,1,150000.0,84.3,229,1.99,0,0.15
XGen Studios,1,150000.0,76.2,892,14.99,5,0.15
Wrath Club,1,150000.0,54.1,2944,9.99,22,0.15
4Tabern,1,150000.0,57.4,404,0.0,0,0.15
4Divinity,1,150000.0,93.0,2854,16.99,45,0.15
William Cheek,1,150000.0,80.1,181,0.0,0,0.15
Pipeworks Studios,1,150000.0,61.3,367,0.0,0,0.15
Pinnical Studio,1,150000.0,90.3,854,0.0,0,0.15
Pinkerton Road Studio,1,150000.0,90.9,1093,19.99,4,0.15
"PigDogGames,LLC",1,150000.0,53.5,325,0.0,0,0.15
"Piece of Cake studios, Kepler Ghost",1,150000.0,84.6,2477,14.99,99,0.15
Peoleo Entertainment,1,150000.0,52.3,256,0.0,3,0.15
Peanut Button,1,150000.0,92.6,176,9.99,0,0.15
"Baba Nura, Feodosiy",1,150000.0,86.6,202,4.99,1,0.15
"PQube, Gamirror Games",1,150000.0,93.5,2294,24.99,39,0.15
"PM Studios, inc., CE-Asia",1,150000.0,89.3,2763,14.99,4,0.15
"PM Studios, Inc., Logoi Games",1,150000.0,64.4,1070,5.99,1,0.15
Cubic Pie,1,150000.0,56.7,608,1.99,0,0.15
Crunching Koalas,1,150000.0,77.6,572,9.99,1,0.15
Critical Depth,1,150000.0,76.6,539,6.99,0,0.15
Crian Soft,1,150000.0,78.7,834,12.99,3,0.15
BYU Center for Animation,1,150000.0,75.0,336,0.0,0,0.15
Pixel Life,1,150000.0,68.5,356,0.0,0,0.15
"Pixel Gangsta Studio, Flying Interactive",1,150000.0,69.9,1903,18.99,3,0.15
Pixel Games UK,1,150000.0,74.5,310,9.99,0,0.15
Pixel Forest Games,1,150000.0,84.5,1313,14.99,0,0.15
Baked Games,1,150000.0,87.2,2257,19.99,21,0.15
"Philipp Baumgart, WhisperGames",1,150000.0,78.1,516,0.0,0,0.15
Phenomenon Games,1,150000.0,84.5,819,6.99,1,0.15
Phaser Lock Interactive,1,150000.0,92.6,487,9.99,3,0.15
Phantom Compass,1,150000.0,88.7,698,9.99,0,0.15
Petriheart,1,150000.0,67.3,841,2.99,2,0.15
"Peter Brinson and Kurosh ValaNejad, USC Games",1,150000.0,93.6,1068,0.0,2,0.15
Owlet,1,150000.0,87.7,2904,12.99,4,0.15
Overseer Games,1,150000.0,73.1,2995,19.99,35,0.15
Pirozhok Studio,1,150000.0,63.1,556,9.99,0,0.15
Pirate-Rob,1,150000.0,89.3,477,11.99,2,0.15
Pirate Software,1,150000.0,84.9,2657,9.99,0,0.15
PlayFusion,1,150000.0,63.4,344,0.0,0,0.15
"Play:D, NHTV Breda University of Applied Sciences",1,150000.0,88.1,470,0.0,0,0.15
Planet Renox,1,150000.0,94.8,172,4.99,0,0.15
"Pixelsplit Simulations, Pixelsplit",1,150000.0,88.7,938,24.99,8,0.15
Ominous Entertainment,1,150000.0,67.0,194,0.99,0,0.15
"Olive Panda Studio, Neverland Entertainment",1,150000.0,76.0,609,15.99,1,0.15
Oryzhon Studios,1,150000.0,55.5,200,0.0,0,0.15
Orthogonal Games,1,150000.0,74.6,1024,4.99,0,0.15
Orpheus's Dream Team,1,150000.0,70.0,237,0.0,1,0.15
Oreol,1,150000.0,73.4,4032,9.99,1,0.15
Orc Chop Games,1,150000.0,54.7,753,24.99,4,0.15
Orbital Views,1,150000.0,73.3,116,9.99,0,0.15
OrangesGame Technology Limited,1,150000.0,63.5,578,0.0,94,0.15
PixelCount Studios,1,150000.0,82.2,3241,24.99,57,0.15
Pixel Trickery,1,150000.0,84.3,426,10.99,0,0.15
Pixel Prototype,1,150000.0,77.5,160,6.99,0,0.15
Nyamyam,1,150000.0,81.0,1768,6.99,0,0.15
Nutaku Publishing,1,150000.0,46.4,549,0.0,33,0.15
Crew Lab,1,150000.0,86.9,964,0.99,2,0.15
Crescent Moon Games,1,150000.0,52.1,520,6.99,1,0.15
Crenetic,1,150000.0,41.5,781,0.69,0,0.15
Crema,1,150000.0,81.0,1689,12.99,68,0.15
Badland Studio,1,150000.0,17.4,1553,9.99,0,0.15
Back Of Nowhere Studios,1,150000.0,92.8,1175,0.99,0,0.15
Baby Robot Games,1,150000.0,88.4,267,19.99,2,0.15
On5,1,150000.0,64.5,152,0.0,0,0.15
Pixel Error,1,150000.0,92.8,2262,1.99,2,0.15
Nussygame,1,150000.0,80.7,932,0.0,10,0.15
Nupu Neko Dev,1,150000.0,92.4,3921,7.99,29,0.15
"Nupixo Games, WhisperGames",1,150000.0,88.9,1213,10.99,1,0.15
"PlayWay S.A., FreeMind S.A.",1,150000.0,80.6,2349,19.99,16,0.15
PlayTogether Studio,1,150000.0,77.5,924,0.0,4,0.15
North of Earth,1,150000.0,49.0,431,9.99,0,0.15
North Modding Company AB,1,150000.0,87.3,2607,24.99,493,0.15
North Lab,1,150000.0,71.9,153,7.99,0,0.15
Norrman Brothers,1,150000.0,86.6,231,0.0,1,0.15
Polished Games,1,150000.0,88.4,1161,4.49,169,0.15
PokerStars Mobile Limited,1,150000.0,51.0,384,0.0,6,0.15
Okugi Sudio,1,150000.0,54.9,122,4.99,0,0.15
NovaLogic,1,150000.0,92.2,734,0.0,5,0.15
NotGames,1,150000.0,87.1,2580,0.0,0,0.15
Northway Games,1,150000.0,86.2,1946,14.99,37,0.15
BATOVI Games,1,150000.0,86.4,843,16.99,7,0.15
"BANDAI NAMCO Entertainment, United Independent Entertainment",1,150000.0,21.8,119,19.99,0,0.15
"PlayWay S.A., Ultimate Games S.A.",1,150000.0,83.2,1265,14.99,0,0.15
Oath Games,1,150000.0,50.4,1242,0.0,33,0.15
"OTL GAME, Waku Waku Games",1,150000.0,96.2,943,5.99,0,0.15
"ORIGAME DIGITAL, PLAYISM",1,150000.0,91.3,1132,14.99,1,0.15
Noble Games Studio,1,150000.0,71.8,1100,9.99,8,0.15
NoGlyph Games,1,150000.0,68.4,1574,4.99,17,0.15
No Matter Studios,1,150000.0,81.2,2934,29.99,6,0.15
Axis Game Factory LLC,1,150000.0,62.5,373,9.99,1,0.15
Awoker Games,1,150000.0,83.6,917,0.99,2,0.15
Awfully Nice Studios,1,150000.0,90.5,1194,7.99,0,0.15
0UP GAMES,1,150000.0,98.6,2586,16.99,22,0.15
侠客工作室,1,150000.0,49.9,1510,19.99,7,0.15
"二色幽紫蝶, 东游鉴",1,150000.0,93.0,2542,2.93,7,0.15
上海班图网络科技有限公司,1,150000.0,66.4,289,0.0,0,0.15
DDDimanN,1,150000.0,88.5,2961,19.99,242,0.15
"DANGEN Entertainment, Gamirror Games, Intragames",1,150000.0,71.8,206,19.99,0,0.15
"D3Publisher of America, Inc.",1,150000.0,87.6,1101,9.99,2,0.15
D'Avekki Studios Ltd,1,150000.0,76.0,462,12.99,0,0.15
D&A Studios,1,150000.0,93.1,941,9.99,7,0.15
Cyberith GmbH,1,150000.0,82.4,370,0.0,0,0.15
President Studio,1,150000.0,78.2,579,0.0,0,0.15
Praxis Games,1,150000.0,83.9,772,29.99,26,0.15
Portal Fantasy,1,150000.0,75.9,199,14.99,16,0.15
Axolittle Software,1,150000.0,66.4,530,4.99,1,0.15
No Ewe Productions,1,150000.0,86.9,677,0.0,0,0.15
Nino Games,1,150000.0,93.8,6585,1.99,93,0.15
Poison The Inkwell,1,150000.0,85.9,405,0.0,1,0.15
"Plug In Digital, Milestone S.r.l.",1,150000.0,79.3,1023,9.99,2,0.15
Playwood Project,1,150000.0,75.8,693,19.99,1,0.15
Playstige Interactive,1,150000.0,61.4,453,19.99,0,0.15
Playground Productions,1,150000.0,97.6,1635,9.99,201,0.15
BBC Media Applications Technologies Limited,1,150000.0,69.8,417,0.0,0,0.15
Nowhere Studios,1,150000.0,74.5,715,19.99,1,0.15
Novaquark,1,150000.0,50.8,561,14.99,3,0.15
Nodding Heads Games,1,150000.0,88.3,607,0.0,1,0.15
Nocturnal works,1,150000.0,93.8,761,3.99,0,0.15
Project 99 Games,1,150000.0,84.1,1054,0.0,0,0.15
ProPixel Games,1,150000.0,84.0,131,0.49,5,0.15
Privateer Press Interactive,1,150000.0,44.4,1150,19.99,4,0.15
"Prismatika, indienova",1,150000.0,77.3,634,19.99,2,0.15
Prismatika,1,150000.0,89.7,1596,17.99,11,0.15
Prisma Games L.L.C.,1,150000.0,72.7,871,0.0,2,0.15
Awesome Enterprises,1,150000.0,48.2,195,0.99,0,0.15
Autotelic Games LLC,1,150000.0,67.4,687,0.0,10,0.15
Barnes,1,150000.0,60.8,441,9.99,0,0.15
Bark Bark Games,1,150000.0,96.3,1942,9.99,1,0.15
"Bar Holographic Otaku, 东游鉴",1,150000.0,97.0,1058,9.99,14,0.15
Bantu,1,150000.0,52.7,201,9.99,0,0.15
BancyCo,1,150000.0,66.9,1749,4.99,0,0.15
NewWestGames,1,150000.0,56.4,280,2.99,0,0.15
Primary Games,1,150000.0,80.6,832,13.99,1,0.15
Pretty Soon,1,150000.0,42.3,537,3.99,3,0.15
"Pujia8 Studio, Gamera Game",1,150000.0,85.5,961,0.0,1,0.15
Pujia8 Studio,1,150000.0,73.9,518,0.0,0,0.15
BeautiFun Games,1,150000.0,88.4,2949,2.39,1,0.15
Beatnik Games,1,150000.0,80.7,843,3.99,0,0.15
Bear & Cat Studio,1,150000.0,90.0,806,9.99,8,0.15
Bazitov Mikhail,1,150000.0,66.6,335,0.0,0,0.15
Nina Demirjian,1,150000.0,96.2,832,0.0,2,0.15
Nimble Tools,1,150000.0,87.5,631,9.99,34,0.15
Nonadecimal Creative,1,150000.0,50.8,126,7.99,0,0.15
NonNobis Games,1,150000.0,58.7,334,0.0,1,0.15
Noio,1,150000.0,95.0,2214,17.99,3,0.15
Noetic,1,150000.0,65.8,360,0.99,0,0.15
New Star Games,1,150000.0,69.8,822,9.99,6,0.15
"Neverland Entertainment, CriticalLeap, Spoonful Of Wonder",1,150000.0,86.0,2595,7.49,18,0.15
Psychic Software,1,150000.0,51.3,468,0.0,9,0.15
Proton Studio Inc,1,150000.0,83.6,536,19.99,20,0.15
Quasar,1,150000.0,74.7,958,19.99,3,0.15
Quantum Phoenix Studio,1,150000.0,63.1,195,4.99,0,0.15
Quantized Bit,1,150000.0,69.5,442,0.99,0,0.15
"Qooc Software, XD",1,150000.0,78.0,1134,9.99,2,0.15
Neverest Games,1,150000.0,82.2,185,0.0,60,0.15
Never Knows Best,1,150000.0,94.9,2969,4.49,4,0.15
Neuronality,1,150000.0,82.0,999,9.99,39,0.15
Nightstuff Games,1,150000.0,78.8,2060,2.39,13,0.15
"Nightdive Studios, Throwback Entertainment",1,150000.0,90.0,793,19.99,3,0.15
"Nightdive Studios, Atari",1,150000.0,79.0,415,9.99,2,0.15
Night Node Software,1,150000.0,23.4,419,0.0,0,0.15
Niffler Ltd.,1,150000.0,89.5,889,0.0,17,0.15
Netdragon Websoft Inc,1,150000.0,43.9,351,0.0,0,0.15
Pyromancers.com,1,150000.0,84.1,2727,14.99,26,0.15
PyrofrogStudos,1,150000.0,83.3,642,0.0,42,0.15
Puppet Master Games,1,150000.0,58.8,296,0.0,0,0.15
RIVER CROW STUDIO,1,150000.0,91.0,2058,6.99,2,0.15
Neon Green Pin Games,1,150000.0,75.0,228,4.99,1,0.15
"Neon Doctrine , Yangyang Mobile",1,150000.0,86.3,1448,4.99,4,0.15
Neomateria Games GmbH,1,150000.0,80.7,760,19.99,4,0.15
Neoclassic Games,1,150000.0,78.4,783,0.0,1,0.15
Nemo Studios,1,150000.0,44.0,509,0.0,0,0.15
Neko Entertainment,1,150000.0,73.1,499,7.99,0,0.15
NewGen,1,150000.0,68.9,106,0.0,1,0.15
New Star Games Ltd,1,150000.0,77.3,238,0.0,4,0.15
Nauris Amatnieks,1,150000.0,69.2,156,6.99,0,0.15
Nasty Cat,1,150000.0,79.3,164,4.99,1,0.15
"RAYKA STUDIO, NPC Entertainment, Craftmos Games",1,150000.0,91.5,2628,9.99,120,0.15
RAYKA STUDIO,1,150000.0,86.4,983,9.99,2,0.15
RANELA GAMES,1,150000.0,94.0,2443,14.99,57,0.15
Qwiboo Ltd,1,150000.0,88.3,890,1.99,0,0.15
Quinton Reeves,1,150000.0,86.3,809,0.0,2,0.15
Nachosama Games,1,150000.0,85.3,2047,2.99,173,0.15
NWO Wars Team,1,150000.0,92.0,1775,17.76,0,0.15
NMC Studios,1,150000.0,46.1,1336,0.0,0,0.15
Best Way Soft,1,150000.0,69.2,2068,8.99,3,0.15
Cyberisle,1,150000.0,74.2,1626,13.99,1,0.15
Cybergrotex,1,150000.0,56.0,166,0.0,0,0.15
"Cyan Worlds Inc, Ubisoft",1,150000.0,93.4,482,14.99,0,0.15
NeuronHaze,1,150000.0,47.5,1886,0.0,0,0.15
Netmarble,1,150000.0,61.8,3607,0.0,2634,0.15
RageSquid,1,150000.0,88.3,854,14.99,0,0.15
Rafael Burgos,1,150000.0,89.6,2784,24.99,39,0.15
Radatomic Studios,1,150000.0,93.9,7023,0.49,9,0.15
Rad Codex,1,150000.0,94.9,1153,19.99,12,0.15
Rabotiagi games,1,150000.0,89.9,1994,3.99,1,0.15
RYM GAMES,1,150000.0,68.6,1223,14.99,1,0.15
RMAL,1,150000.0,68.1,1227,0.99,1,0.15
DEVGRU-P,1,150000.0,94.1,579,9.99,0,0.15
Myth Entertainment,1,150000.0,64.4,188,0.0,3,0.15
Mystik'Art,1,150000.0,48.5,835,1.99,0,0.15
Myou,1,150000.0,82.2,591,9.99,1,0.15
Mykhail Konokh,1,150000.0,39.0,136,1.99,0,0.15
Big Play Games,1,150000.0,81.5,1375,5.99,15,0.15
Raxasoft Games,1,150000.0,57.8,567,0.99,0,0.15
NEOPOPCORN Corp,1,150000.0,72.2,607,14.99,2,0.15
"NEKO WORKs, FAKKU",1,150000.0,94.8,2328,9.99,1,0.15
"AurumDust, Game Seer Publishing",1,150000.0,84.2,424,24.99,4,0.15
Auren Snyder,1,150000.0,83.4,429,9.99,0,0.15
Attu Games,1,150000.0,71.4,902,1.69,1,0.15
Atorcoppe Games,1,150000.0,84.8,915,14.99,14,0.15
AtomicTorch Studio,1,150000.0,71.3,748,14.99,0,0.15
Atom Republic,1,150000.0,38.0,453,0.0,1,0.15
Naga Entertainment,1,150000.0,57.0,1012,5.99,0,0.15
Red Cabin Games,1,150000.0,88.6,299,12.99,1,0.15
Reconnect Software,1,150000.0,49.9,1087,0.0,2,0.15
Real Invented Studio,1,150000.0,80.8,151,0.0,0,0.15
ReadGraves,1,150000.0,77.7,350,12.99,0,0.15
Big Ant Studios,1,150000.0,91.4,3768,29.99,143,0.15
Mutiny Software,1,150000.0,65.3,369,4.99,4,0.15
Mutantleg,1,150000.0,98.0,1152,4.99,2,0.15
Murudai,1,150000.0,91.1,2138,9.99,2,0.15
zha7,1,150000.0,64.9,436,0.0,1,0.15
yeo,1,150000.0,89.0,2841,14.99,21,0.15
y8.com,1,150000.0,72.6,106,4.99,1,0.15
"views Co., Ltd",1,150000.0,87.4,611,0.0,10,0.15
Crater Studios,1,150000.0,83.7,3130,5.49,162,0.15
Cranky Watermelon,1,150000.0,96.4,2570,14.99,39,0.15
Craneballs,1,150000.0,65.7,2035,0.0,4,0.15
Cozy Cabin Studios,1,150000.0,85.3,2207,9.99,19,0.15
MulticastGames,1,150000.0,68.5,1039,0.0,3589,0.15
Mr. Podunkian,1,150000.0,76.8,1171,12.99,1,0.15
Morteshka,1,150000.0,88.7,1120,7.99,0,0.15
Morning Person Games,1,150000.0,92.9,2492,0.0,0,0.15
Moonlight Mouse,1,150000.0,82.6,1129,4.99,4,0.15
Moonbit,1,150000.0,93.5,1670,0.0,7,0.15
"DESTINYbit, Amplifier Studios",1,150000.0,68.8,1026,14.99,4,0.15
DESPERATE MEASURES,1,150000.0,78.3,3221,7.99,11,0.15
Raw Fury AB,1,150000.0,92.9,793,0.0,0,0.15
Rava Games,1,150000.0,93.3,1739,9.0,8,0.15
"Raptor Claw Games, Millendream",1,150000.0,89.8,522,9.99,3,0.15
Random Seed Games,1,150000.0,87.6,1970,0.0,1,0.15
Beijing Happy Entertainment Technology,1,150000.0,65.8,696,5.99,7,0.15
NGELGAMES,1,150000.0,48.7,911,0.0,0,0.15
Monstrum,1,150000.0,93.3,255,4.99,6,0.15
"Red Duck, Inc.",1,150000.0,50.1,959,0.0,0,0.15
Dark Blue Games,1,150000.0,83.7,455,0.0,1,0.15
Danstarr13,1,150000.0,47.5,375,0.0,1,0.15
"Daniel Linssen, Sokpop Collective",1,150000.0,97.5,2258,4.99,3,0.15
"Astrolabe Games, Meridiem Games",1,150000.0,92.0,697,14.99,4,0.15
Astravelari LLC,1,150000.0,82.4,233,4.99,0,0.15
Reforged Studios,1,150000.0,91.4,3305,24.99,426,0.15
Refic Games,1,150000.0,97.2,2685,14.99,88,0.15
Reentry Games,1,150000.0,78.9,1014,0.0,0,0.15
N4bA,1,150000.0,89.4,3169,6.99,2,0.15
"Mythwright, 4Divinity & Cube Game",1,150000.0,62.7,1809,29.99,58,0.15
Redblack Spade,1,150000.0,84.7,549,9.99,2,0.15
Redbeak Games,1,150000.0,86.6,569,7.99,0,0.15
RedBoon,1,150000.0,85.1,2568,24.99,54,0.15
Red Unit Studios,1,150000.0,69.6,1195,0.0,3,0.15
Red Team Games,1,150000.0,73.0,769,0.0,1,0.15
Red Redemption,1,150000.0,78.5,442,18.99,0,0.15
Redeev,1,150000.0,69.1,611,11.99,2,0.15
Midnight Games,1,150000.0,81.9,3437,4.99,1,0.15
BisquitPlay,1,150000.0,35.5,248,4.99,0,0.15
Retora Games,1,150000.0,77.4,572,0.0,16,0.15
Reloaded Studios,1,150000.0,58.7,557,0.0,0,0.15
Regimental Chess Inc.,1,150000.0,54.3,289,0.99,3,0.15
Regal Pigeon,1,150000.0,93.7,630,2.99,0,0.15
Refugium Games,1,150000.0,41.3,562,19.99,1,0.15
"ustwo games, PID Games, Dear Villagers",1,150000.0,97.9,6640,2.54,15,0.15
unbeGames,1,150000.0,79.2,144,19.99,1,0.15
thugzilladev,1,150000.0,88.7,513,1.99,0,0.15
tequibo,1,150000.0,73.1,338,0.0,0,0.15
teedoubleuGAMES,1,150000.0,62.6,380,14.99,0,0.15
"Daedalic Entertainment, Daylight Studios",1,150000.0,71.7,2039,9.99,6,0.15
DZ,1,150000.0,95.1,1482,0.0,0,0.15
DTP Entertainment,1,150000.0,80.5,735,9.99,6,0.15
Binary Fortress Software,1,150000.0,85.5,1187,39.99,1,0.15
Bigbug Studio,1,150000.0,43.4,656,0.0,1,0.15
"BigLight.Games, NPC Entertainment",1,150000.0,90.9,1132,8.99,3,0.15
Microwave Studios,1,150000.0,95.8,887,0.0,3,0.15
"Microsoft Studios, Rare Ltd",1,150000.0,68.2,2125,19.99,7,0.15
Microprose Software,1,150000.0,76.0,100,9.74,1,0.15
Micro Factory Games,1,150000.0,46.2,526,2.99,0,0.15
Michele Pirovano,1,150000.0,95.5,2371,17.59,98,0.15
"Monster Couch, Stonemaier Games, indienova",1,150000.0,94.4,10317,19.99,569,0.15
Monothetic LLC,1,150000.0,86.9,199,0.0,1,0.15
Monkeys Tales Studio,1,150000.0,66.4,452,0.0,1,0.15
Monkey-With-a-Bomb,1,150000.0,84.0,938,13.99,6,0.15
MojoTouch,1,150000.0,79.0,238,9.99,3,0.15
Mojiken,1,150000.0,89.2,176,1.99,0,0.15
MoeNovel,1,150000.0,92.3,4559,14.99,4,0.15
Mobile Co Studios,1,150000.0,78.8,458,0.0,13,0.15
